Id,Signatory,Language,Order,Assessment_Id,Attachment_Title,Explore_Link_Text,DirectLink,Year_Of_Publication_Label,Year_Of_Publication,Further_Details_Label,Please_Explain,Attachment,Hyperlink,IsLocalFile,Factors
50680,Municipality of Cascais,en,1,1,CRA,Explore Municipality of Cascais's Climate Risk and Vulnerability Assessment,https://ambiente.cascais.pt/pt/page/plano-cascais-pelo-clima,Year of publication,2023,Further details,"The climate change mitigation plan: Cascais Pelo Clima takes this challenge of leadership in climate policies in Portugal in the sectors of energy efficiency, mobility, renewable energy, waste and water, to a set of actions to be developed by Cascais Municipality and the whole of civil society.",plano_cascais_pelo_clima_final.pdf,https://ambiente.cascais.pt/pt/page/plano-cascais-pelo-clima,0,"Assessment includes a high-emissions scenario (i.e., RCP 8.5),Assessment considers nature,Assessment includes sectors and/or urban systems,Assessment considers vulnerable populations,Assessment includes consultation with partners"
50680,Municipality of Cascais,en,2,2,CRA,Explore Municipality of Cascais's Climate Risk and Vulnerability Assessment,https://ambiente.cascais.pt/pt/page/plano-estrategico-cascais,Year of publication,2007,Further details,"While recognising that climate change impacts will be experienced in a cross-cutting manner, the Strategic Plan sought to evaluate potential climate-related risks on sectors of particular importance for the life and health of the population. Accordingly, most sectors underlined were critical sectors such as public health, foodstuffs and water resources. Additional economic sectors, such as tourism, were deemed relevant considering Cascais' role as a sustainable tourist destination that requires resilience to long-term climate change impacts.",11_12_estudos_sectoriais_adaptacao.pdf,https://ambiente.cascais.pt/pt/page/plano-estrategico-cascais,0,"Assessment includes a high-emissions scenario (i.e., RCP 8.5),Assessment considers nature,Assessment considers water security,A process has been established for prioritizing identified hazards,Identified hazards have been incorporated into the jurisdiction's overall risk management framework,Assessment considers vulnerable populations,A process has been established to update the assessment at least every five years"
50680,Municipality of Cascais,en,3,3,CRA,Explore Municipality of Cascais's Climate Risk and Vulnerability Assessment,https://ambiente.cascais.pt/pt/page/plano-acao-adaptacao-as-alteracoes-climaticas-cascais,Year of publication,2017,Further details,"The updated climate projections are applicable to the whole municipality. The subsequent 13 measures contained in the Strategic Plan focus mainly on: Communication & Awareness; Water; Ecological Structure; Civil Protection; Land-use Planning. However, several measures are transversal to societal sectors because they intend to generate an integrated and long-term vision for climate change adaptation.",relatorio_adaptacao_final_low_0.pdf,https://ambiente.cascais.pt/pt/page/plano-acao-adaptacao-as-alteracoes-climaticas-cascais,0,"Assessment includes a high-emissions scenario (i.e., RCP 8.5),Assessment considers nature,Assessment considers water security,A process has been established for prioritizing identified hazards,Identified hazards have been incorporated into the jurisdiction's overall risk management framework,Assessment considers vulnerable populations,A process has been established to update the assessment at least every five years"
826429,Municipality of Figueira da Foz,en,1,1,CRA,Explore Municipality of Figueira da Foz's Climate Risk and Vulnerability Assessment,NOTA 1: LInk para a Estratégia Municipal de Adaptação às Alterações Climáticas:\n\nhttps://www.cm-figfoz.pt/cmfigueiradafoz/uploads/writer_file/document/192/estrategia_municipal_de_adptacao_as_alteracoes_climaticas.pdf\n\nNOTA 2: Os Anexos correspondentes à Estratégia Municipal de Adaptação às Alterações Climáticas encontram-se na coluna anterior.,Year of publication,2016,Further details,"O Município da Figueira da Foz seguiu uma metodologia de base designada por ADAM (Apoio à Decisão em Adaptação Municipal), que guiou a elaboração da Estratégia Municipal de Adaptação às Alterações Climáticas (EMAC). A metodologia ADAM foi desenvolvida integralmente no âmbito do projeto ClimAdaPT.Local, tendo sido especialmente adaptada à realidade portuguesa a partir do modelo desenvolvido pelo UKCIP3 (UK Climate Impacts Programme). A metodologia ADAM é composta por seis passos interrelacionados, formando um ciclo de desenvolvimento estratégico. Como seria de esperar esta metodologia não produz, instantaneamente, uma estratégia de adaptação, apresentando antes um quadro conceptual e um conjunto de recursos de apoio à produção da informação necessária ao desenvolvimento de uma EMAAC como a da Figueira da Foz. Uma vez que a adaptação às alterações climáticas é um processo contínuo, este ciclo ADAM deverá ser repetido múltiplas vezes ao longo do tempo de forma a incorporar novos conhecimentos e a responder a novas necessidades. A presente estratégia é o resultado da primeira aplicação da metodologia ADAM ao município. Os seis passos do ciclo ADAM são: \n1. Preparar os trabalhos; \n2. Identificar vulnerabilidades atuais; \n3. Identificar vulnerabilidades futuras; \n4. Identificar opções de adaptação; \n5. Avaliar opções de adaptação;6. Integrar, monitorizar e rever. \nEm cada um dos passos da metodologia ADAM foram desenvolvidas várias tarefas e respetivas análises. Os principais resultados de cada um dos passos serviram como base para a elaboração da EMAAC. A avaliação dos riscos e vulnerabilidade climática (assim como a elaboração da Estratégia Municipal de Adaptação às Alterações Climáticas) esteve a cargo de uma equipa municipal constituída por elementos da divisão de Ambiente e de Planeamento do Município, que recebeu formação específica sobre a aplicação da metodologia a adotar.","01_EMAAC_FigueiraDaFoz_Anexos.pdf,01_EMAAC_FigueiraDaFoz_Anexos.pdf,01_EMAAC_FigueiraDaFoz_Anexos.pdf,01_EMAAC_FigueiraDaFoz_Anexos.pdf",NOTA 1: LInk para a Estratégia Municipal de Adaptação às Alterações Climáticas:\n\nhttps://www.cm-figfoz.pt/cmfigueiradafoz/uploads/writer_file/document/192/estrategia_municipal_de_adptacao_as_alteracoes_climaticas.pdf\n\nNOTA 2: Os Anexos correspondentes à Estratégia Municipal de Adaptação às Alterações Climáticas encontram-se na coluna anterior.,0,"Assessment considers nature,A process has been established for prioritizing identified hazards,Assessment considers vulnerable populations,Assessment includes consultation with partners,A process has been established to update the assessment at least every five years"
55324,Municipality of Guimarães,en,1,1,CRA,Explore Municipality of Guimarães's Climate Risk and Vulnerability Assessment,https://guimaraes2030.pt/plano-municipal-de-acao-climatica/,Year of publication,2024,Further details,Plano Municipal de Ação Climática de Guimarães,PMAC-Guimaraes-2030_V01.pdf,https://guimaraes2030.pt/plano-municipal-de-acao-climatica/,0,"Assessment considers water security,Assessment includes a high-emissions scenario (i.e., RCP 8.5),Assessment considers nature,A process has been established for prioritizing identified hazards,Identified hazards have been incorporated into the jurisdiction's overall risk management framework,Assessment includes sectors and/or urban systems,Assessment considers vulnerable populations,Assessment includes consultation with partners,A process has been established to update the assessment at least every five years"
55324,Municipality of Guimarães,en,2,2,CRA,Explore Municipality of Guimarães's Climate Risk and Vulnerability Assessment,https://www.cm-guimaraes.pt/pages/1241,Year of publication,2016,Further details,"A Câmara Municipal de Guimarães iniciou em 2015, no âmbito do projeto ClimAdaPT.Local, o desenvolvimento da sua Estratégia Municipal de Adaptação às Alterações Climáticas (EMAAC). Como participante no projeto e contando com o apoio de uma equipa técnica própria, a CM de Guimarães seguiu uma metodologia de base designada por ADAM (Apoio à Decisão em Adaptação Municipal), que guiou a elaboração desta estratégia, ao longo de um conjunto de etapas e tarefas específicas.A metodologia ADAM foi desenvolvida integralmente no âmbito do projeto ClimAdaPT.Local tendo sido especialmente adaptada à realidade portuguesa a partir do modelo desenvolvido pelo UKCIP3 (UK Climate Impacts Programme).A partir da análise e consideração das principais necessidades em termos de tomada de decisões de adaptação à escala municipal, esta metodologia procurou responder a duas questões-chave:a. Quais os principais riscos climáticos que afetam ou poderão vir a afetar o território municipal e as decisões da CM de Guimarães?b. Quais as principais ações de adaptação necessárias e disponíveis para responder a esses riscosclimáticos?A metodologia ADAM é composta por seis passos interrelacionados, formando um ciclo de desenvolvimento estratégico. Como seria de esperar esta metodologia não produz, instantaneamente, uma estratégia de adaptação, apresentando antes um quadro conceptual e um conjunto de recursos de apoio à produção da informação necessária ao desenvolvimento de uma EMAAC como a de Guimarães.Uma vez que a adaptação às alterações climáticas é um processo contínuo, este ciclo ADAM é repetido múltiplas vezes ao longo do tempo de forma a incorporar novos conhecimentos e a responder a novas necessidades.A presente estratégia é o resultado da primeira aplicação da metodologia ADAM ao município de Guimarães. Os seis passos do ciclo ADAM são:1. Preparar os trabalhos;2. Identificar vulnerabilidades atuais;3. Identificar vulnerabilidades futuras;4. Identificar opções de adaptação;5. Avaliar opções de adaptação;6. Integrar, monitorizar e rever.Em cada um dos passos da metodologia ADAM foram desenvolvidas várias tarefas e análises que são sumariamente apresentadas em seguida. Os principais resultados de cada um dos passos serviram como base para a elaboração da EMAAC de Guimarães.A EMAACG descreve os principais impactos e as vulnerabilidades climáticas já observadas assim como as que são projetadas para o município de Guimarães, com base numa exaustiva pesquisa, recolha e tratamento de informação sobre a temática.Esta EMAACG foca-se na identificação de opções e ações de adaptação planeada que visem promover a minimização dos efeitos das alterações climáticas. A partir da identificação e priorização das atuais vulnerabilidades e riscos climáticos e da sua projeção até ao final do século, o município de Guimarães procura promover um conjunto integrado de opções de adaptação para responder não apenas ao clima futuro, mas igualmente aos diferentes impactos climáticos já observados.Tendo em consideração as projeções climáticas e os respetivos impactos potenciais, foram ainda analisados os níveis de risco associados a esses impactos e a sua evolução ao longo de três períodos temporais (presente, meio do século e final do século). Por fim, foram identificados e priorizados os principais riscos (diretos e indiretos), bem como as potenciais oportunidades (impactos positivos) que possam exigir uma resposta ao nível da adaptação. De forma a visualizar a evolução dos riscos, foi utilizada uma matriz de risco para cada um dos períodos considerados.O risco foi obtido através da multiplicação da frequência de ocorrência de um determinado tipo de evento, pela magnitude das consequências causadas pelos impactos desse evento. Tanto a frequência de ocorrência (atual e futura) de um evento como a magnitude das suas consequências foram avaliadas numa escala de 1 (baixa) a 3 (alta).A utilização desta matriz de risco teve como finalidade apoiar a priorização dos diferentes riscos climát","EMAAC_Guimarães_Anexos.pdf,emaac_guimaraes.pdf",https://www.cm-guimaraes.pt/pages/1241,0,"Assessment considers water security,Assessment considers nature,A process has been established for prioritizing identified hazards,Identified hazards have been incorporated into the jurisdiction's overall risk management framework,Assessment considers vulnerable populations,A process has been established to update the assessment at least every five years"
55324,Municipality of Guimarães,en,3,3,CRA,Explore Municipality of Guimarães's Climate Risk and Vulnerability Assessment,https://cim-ave.pt/projetos/piaac-da-cim-do-ave/,Year of publication,2020,Further details,"No Plano Intermunicipal de Adaptação às Alterações Climáticas e Prevenção e Gestão de Riscos do Ave (PIAAC) assume-se um novo e alargado conceito de adaptação, nomeadamente a capacidade de “navegar” os processos de transformação, construindo ativamente uma sociedade pós-carbono e reforçando a resiliência sócio ecológica do território: “Ave em Transição”.Estratégia: neste plano o desígnio da neutralidade carbónica é assumido simultaneamente com a necessidade de reduzir vulnerabilidades, integrando-se mitigação e adaptação às alterações climáticas. Promove-se desta forma a antecipação face à necessidade anunciada de estabelecer roteiros intermunicipais de redução de emissões de gases com efeito de estufa. Assume-se a inevitabilidade de um colapso (planeado ou não), traduzido na mudança rápida e profunda dos modelos sociais e económicos, procurando-se criar as condições para reforçar a resiliência do território, incluindo a sua autonomia enquanto bio-região e o potenciar dos recursos endógenos. A emergência climática é plenamente integrada, assumindo-se a radicalidade das ações exigidas. Aposta-se num modelo de cocriação, assente num amplo processo de capacitação e mobilização social que reforce e amplie as dinâmicas em curso. Assume-se o otimismo e a imaginação como ferramentas essenciais para atingir os objetivos propostos e ultrapassar os atuais impasses. Para além da transformação ao nível técnico e político, assume-se a necessidade de mudanças ao nível pessoal. Procura-se responder ao desafio de reduzir desigualdades e reforçar a justiça climática, em particular ao nível do território e da defesa dos que se encontram em situações de maior fragilidade. Pretende-se explorar oportunidades de financiamento e sinergias entre atores e suas iniciativas. Tendo em conta a ambição assumida e o diagnóstico realizado (que identificou forças e oportunidades para o território), assumem-se como principais objetivos estratégicos estruturadores do PIAAC do Ave: ● promover a regeneração ecológica, atuando sobre as políticas e instrumentos de ordenamento do território e desenho urbano, valorizando a biodiversidade e a paisagem, com especial incidência nas florestas, solos e recursos hídricos onde se pretendem reduzir as vulnerabilidades e explorar potencialidades, nomeadamente através de soluções baseadas na natureza; ● fomentar as economias sociais e solidárias, procurando um empoderamento coletivo fundado na construção do bem comum, atuando ao nível da produção cooperativa, da comercialização justa, do consumo responsável e das finanças éticas, incluindo a promoção da economia de proximidade que poderá atuar como escudo em contexto de caos climático; ● apostar no desenvolvimento integral, assumindo um modelo socioeconómico pós-crescimento, dentro de uma transição planeada e voluntária, incluindo repensar os sistemas de energia, a resiliência alimentar e os modelos educativos, promovendo Ao nível das propostas incluídas no PIAAC do Ave, opta-se pela definição de modelos de intervenção (que consubstanciam novas formas de fazer) e projetos âncora (com especial significado estratégico). Assume-se como horizonte 2027, tendo em conta o ciclo dos fundos comunitários e a “década de transformação” proposta pelo IPCC em 2018, sendo um prazo não demasiado “curto” (superior a cinco anos), nem demasiado “longo” e por isso irrealista (superior a dez anos).",PIAACAve.pdf,https://cim-ave.pt/projetos/piaac-da-cim-do-ave/,0,"Assessment includes a high-emissions scenario (i.e., RCP 8.5),Assessment considers nature,Assessment considers transition risks,Identified hazards have been incorporated into the jurisdiction's overall risk management framework,Assessment considers vulnerable populations,A process has been established to update the assessment at least every five years"
832078,Municipality of Mafra,en,1,1,CRA,Explore Municipality of Mafra's Climate Risk and Vulnerability Assessment,https://www.cm-mafra.pt/pages/645,Year of publication,2016,Further details,NULL,pmac_mafra-resumo(08abr24).pdf,https://www.cm-mafra.pt/pages/645,0,Assessment considers vulnerable populations
826431,Municipality of Loulé,en,1,1,CRA,Explore Municipality of Loulé's Climate Risk and Vulnerability Assessment,Não disponível online. Documento técnico de acesso reservado.,Year of publication,2022,Further details,"Estudo Relativo à Subida do Nível Médio do Mar e Sobrelevação da Maré em Eventos Extremos de Galgamento e Inundação Costeira do Município de Loulé: A orla costeira do município de Loulé é um espaço de elevada vulnerabilidade à Subida do Nível Médio do Mar (SNMM) associada às alterações climáticas. Tal deve-se não apenas às características do seu litoral baixo e arenoso que agravam a sua suscetibilidade à erosão costeira e a eventos extremos de galgamento e inundação, mas também, e sobretudo, à elevada sensibilidade natural e socioeconómica deste território, onde riquíssimos valores naturais e paisagísticos se conjugam com uma elevada densidade de ocupação populacional, de edificação e de atividades económicas, ativos fundamentais para o desenvolvimento e competitividade do concelho. Como tal, devido à erosão costeira verificada no seu litoral, com consequente recuo da linha da costa, e tendo por base cenários futuros da SNMM, o município de Loulé desenvolveu um estudo específico sobre a mesma no território municipal, para apoio à decisão fundamentada. Com base em cenários futuros da SNMM, sobrelevação meteorológica e forçamento da agitação marítima, foram elaborados modelos de cota máxima de inundação em períodos de preia-mar de marés-vivas equinociais. Com estes cenários e com base na informação de modelos digitais de terreno atuais, validados e calibrados, foram determinadas cartas de inundação e de vulnerabilidade, de forma a definir os possíveis limites máximos afetados pelos extremos de inundação da zona costeira para 2050 e 2100, incluindo a zona das águas interiores da Ria Formosa, e com amplitudes de eventos extremos com períodos de retorno de 100 anos. Foi ainda desenvolvida cartografia de risco, informação que já levou à alteração de vários projetos, como o projeto do novo Mercado de Quarteira no qual, perante o conhecimento adquirido, foi alterada a cota de soleira inicial prevista no projeto de 3,60 m para 4,50 m, garantindo a segurança futura do equipamento, pessoas e bens. Tal como explanado no referido estudo, dada a inércia da subida do NMM, os impactes de tal perigosidade podem ser acautelados de forma faseada e progressiva, sem que haja necessidade de intervenções de engenharia pesada quer muito antes de tais níveis de perigosidade começarem a ocorrer, quer tarde de mais face à sua ocorrência e respetivos impactes. Desta forma, o conhecimento da evolução da subida dos níveis extremos de maré em função de projeções de subida do NMM, é fundamental para se definirem fases de adaptação e respetivas amplitudes de níveis extremos de maré a serem consideradas.","Relatório_CMLoule_V02.pdf,RiskLoule_V02_22022022.pdf",Não disponível online. Documento técnico de acesso reservado.,0,"Assessment includes a high-emissions scenario (i.e., RCP 8.5),Assessment considers nature,A process has been established for prioritizing identified hazards,Assessment includes sectors and/or urban systems,Identified hazards have been incorporated into the jurisdiction's overall risk management framework,Assessment considers vulnerable populations,A process has been established to update the assessment at least every five years"
826431,Municipality of Loulé,en,2,2,CRA,Explore Municipality of Loulé's Climate Risk and Vulnerability Assessment,https://amal.pt/comunicacao/publicacoes/234-plano-intermunicipal-de-adaptacao-as-alteracoes-climaticas-piaac-amal,Year of publication,2019,Further details,"Os riscos e vulnerabilidades climáticas abordados respondem ao enquadramento definido pela Estratégia Nacional de Adaptação às Alterações Climáticas (ENAAC 2020), adaptando-o à escala regional do Algarve. Desta forma, o Plano engloba uma área temática, que procuram integrar a adaptação às alterações climáticas no Ordenamento do Território e dez setores prioritários, nomeadamente Recursos Hídricos, Agricultura, Biodiversidade, Economia (indústria, turismo e serviços), Energia e Segurança Energética, Florestas, Saúde Humana, Segurança de Pessoas e Bens, Transportes e Comunicações e Zonas Costeiras e Mar.",PIAAC_RNT.pdf,https://amal.pt/comunicacao/publicacoes/234-plano-intermunicipal-de-adaptacao-as-alteracoes-climaticas-piaac-amal,0,"Assessment includes a high-emissions scenario (i.e., RCP 8.5),Assessment considers water security,Assessment considers nature,A process has been established for prioritizing identified hazards,Identified hazards have been incorporated into the jurisdiction's overall risk management framework,Assessment includes sectors and/or urban systems,Assessment considers vulnerable populations,A process has been established to update the assessment at least every five years"
826431,Municipality of Loulé,en,4,4,CRA,Explore Municipality of Loulé's Climate Risk and Vulnerability Assessment,http://cms.cm-loule.pt/upload_files/client_id_1/website_id_1/files/Proteccao_Civil/Plano%20Municipal%20de%20Emergencia%20de%20Protecao%20Civil%20-%202014l.pdf,Year of publication,2014,Further details,"Plano Municipal de Emergência e Proteção Civil de Loulé (PMEPC de Loulé)Avalia e caracteriza o Risco Municipal.A ativação do estado de alerta deste plano baseia-se numa matriz de risco, a qual é norteada pelo grau de gravidade e grau de probabilidade associados ao evento. O grau de prontidão e de mobilização dos meios e recursos das entidades integrantes do sistema é determinado de acordo com o nível de estado de alerta especial decretado (Tabela 3 do doc.), sem prejuízo do definido em cada plano e ou diretiva da ANPC para cada situação em concreto, incluindo os meios e recursos de 1ª intervenção/ataque inicial. O grau de prontidão e de mobilização é apenas aplicável aos meios e recursos a envolver no reforço em cada tipo de ocorrência ou risco, tendo em consideração a área geográfica e territorial abrangida.",PMPCL Parte 4 Vs Final.pdf,http://cms.cm-loule.pt/upload_files/client_id_1/website_id_1/files/Proteccao_Civil/Plano%20Municipal%20de%20Emergencia%20de%20Protecao%20Civil%20-%202014l.pdf,0,"Assessment considers water security,Assessment considers nature,A process has been established for prioritizing identified hazards,Identified hazards have been incorporated into the jurisdiction's overall risk management framework,Assessment includes sectors and/or urban systems,Assessment considers vulnerable populations,A process has been established to update the assessment at least every five years"
826431,Municipality of Loulé,en,3,3,CRA,Explore Municipality of Loulé's Climate Risk and Vulnerability Assessment,http://www.louleadapta.pt/uploads/document/PMAC_Loule___Relatorio_Final.pdf,Year of publication,2021,Further details,"Plano Municipal de Ação Climática de Loulé (PMAC de Loulé)A metodologia usada para realizar a avaliação de risco e vulnerabilidade, passou pela concretização dos cenários projetados, o que poderá contribuir para o aumento, diminuição ou manutenção das atuais vulnerabilidades climáticas, podendo ainda promover o surgimento ou desenvolvimento de outras situações de risco em áreas que são já afetadas ou vir a afetar novos domínios. A conjugação destas variáveis climáticas com aspetos não-climáticos, como as questões sociais, demográficas e de ordenamento do território, entre outras, podem alterar as condições de exposição e a sensibilidade a eventos climáticos.Através do cruzamento dos dados resultantes das projeções climáticas, com o contexto territorial e sociodemográfico, bem como com os impactes e vulnerabilidades aos estímulos climáticos atuais, é possível antecipar os impactes futuros que poderão verificar-se no concelho. Estes impactes podem ocorrer de forma direta ou indireta, e de forma positiva ou negativa, pelo que se realiza uma análise detalhada pelos vários sectores da ENAAC 2020, exposta nos Quadros 42 e 43 deste documento (PMAC).A Avaliação do Risco Climático (Matriz de Risco) encontra-se na pág. 175 do PMAC de Loulé.O desenvolvimento do PMAC de Loulé foi assegurado por um consórcio técnico especializado em estreita articulação e colaboração com a Divisão de Ação Climática do município de Loulé. Ao longo do processo foram ainda dinamizados sessões e workshops de participação e de recolha de contributos junto dos serviços municipais e do Conselho Local de Acompanhamento da Ação Climática de Loulé.",PMAC_LoulÃ©_RELATÃRIO_FINAL_ImpressÃ£o_2022.pdf,http://www.louleadapta.pt/uploads/document/PMAC_Loule___Relatorio_Final.pdf,0,"Assessment considers water security,Assessment considers nature,Assessment includes a high-emissions scenario (i.e., RCP 8.5),A process has been established for prioritizing identified hazards,Assessment includes sectors and/or urban systems,Identified hazards have been incorporated into the jurisdiction's overall risk management framework,Assessment considers vulnerable populations,Assessment includes consultation with partners,A process has been established to update the assessment at least every five years"
826431,Municipality of Loulé,en,5,5,CRA,Explore Municipality of Loulé's Climate Risk and Vulnerability Assessment,http://www.louleadapta.pt/uploads/document/2_EMAAC_DE_LOULE.pdf,Year of publication,2016,Further details,"Estratégia Municipal de Adaptação às Alterações Climáticas de Loulé (EMAAC de Loulé)A Câmara Municipal de Loulé (CML) iniciou em janeiro de 2015, no âmbito do projeto ClimAdaPT.Local, o desenvolvimento da sua Estratégia Municipal de Adaptação às Alterações Climáticas. Como participante no projeto e contando com o apoio da equipa técnica ClimAdaPT.Local, a CML seguiu uma metodologia de base designada por ADAM (Apoio à Decisão em Adaptação Municipal), que guiou a elaboração da estratégia, ao longo de um conjunto de etapas e tarefas específicas. A metodologia ADAM foi desenvolvida integralmente no âmbito do projeto ClimAdaPT.Local tendo sido especialmente adaptada à realidade portuguesa a partir do modelo desenvolvido pelo UKCIP (UK Climate Impacts Programme).A Matriz de Risco da EMAAC de Loulé encontra-se explanada nas págs. 45 e 46 do documento.","1-EMAAC_Loule_RelatÃ³rio.pdf,2-EMAAC_Loule_Anexos.pdf",http://www.louleadapta.pt/uploads/document/2_EMAAC_DE_LOULE.pdf,0,"Assessment considers water security,Assessment considers nature,Assessment includes a high-emissions scenario (i.e., RCP 8.5),A process has been established for prioritizing identified hazards,Identified hazards have been incorporated into the jurisdiction's overall risk management framework,Assessment includes sectors and/or urban systems,Assessment considers vulnerable populations,Assessment includes consultation with partners,A process has been established to update the assessment at least every five years"
826431,Municipality of Loulé,en,6,6,CRA,Explore Municipality of Loulé's Climate Risk and Vulnerability Assessment,https://www.cm-loule.pt/pt/menu/1534/plano-municipal-defesa-da-floresta-contra-incendios.aspx,Year of publication,2017,Further details,"O PMDFCI de Loulé é o instrumento orientador das ações de ordenamento e gestão do espaço florestal direcionado especificamente para a vertente de defesa contra incêndios florestais. Traduz a estratégia de defesa contra incêndios florestais para o território do concelho, sustentada na análise das necessidades específicas do espaço florestal, incluindo a caraterização e análise do risco, e nas determinações legais do Sistema Nacional de Defesa da Floresta contra Incêndios (SNDFCI).","Caderno II_Plano Acao_PMDFCI LOULE.pdf,Caderno I_Diagnostico_PMDFCI LOULE.pdf",https://www.cm-loule.pt/pt/menu/1534/plano-municipal-defesa-da-floresta-contra-incendios.aspx,0,"Assessment considers nature,A process has been established for prioritizing identified hazards,Identified hazards have been incorporated into the jurisdiction's overall risk management framework,Assessment considers vulnerable populations,Assessment includes consultation with partners,A process has been established to update the assessment at least every five years"
50669,Municipality of Matosinhos,en,1,1,CRA,Explore Municipality of Matosinhos's Climate Risk and Vulnerability Assessment,www.cm-matosinhos.pt/cmmatosinhos2020/uploads/writer_file/document/28386/paesc.pdf,Year of publication,2021,Further details,"No âmbito da elaboração da EMAAC de Matosinhos foi realizado um levantamento das vulnerabilidades climáticas locais, para perceber como estes eventos adversos afetaram as atividades, as pessoas e as infraestruturas do concelho. \nNo Município de Matosinhos foram identificados quatro tipos de eventos climáticos adversos distintos, no período em análise: galgamento costeiro; precipitação excessiva (cheias e inundações); temperaturas baixas/ondas de frio; tempestades/tornados; e, ventos fortes.\nOs impactes e consequências dos eventos climáticos identificados vão desde alterações na biodiversidade, cheias, danos em edifícios, danos para a saúde (doenças, ferimentos, morte, etc.), danos para a vegetação, danos para as cadeias de produção, danos para as infraestruturas (viárias, ferroviárias, telecomunicações, etc.), inundações, entre outros.\n\nA precipitação excessiva (cheias e inundações) tem como principais impactos observados danos em infraestruturas, tendo como consequências aluimento de casas devolutas, aluimento de piso, buracos nas estradas, derrocada de fachadas, descoramento de terras para linha do metro, despiste de viaturas, circulação condicionada das vias, estradas inundadas, queda de estruturas metálicas, de poste de eletricidade, entre outros.\nOs impactos mais notórios na sequência dos episódios de ventos fortes estão relacionados com danos em edifícios (queda de casas devolutas, queda de estruturas, etc.), danos para a vegetação (queda de árvores) e danos para as infraestruturas (queda de estruturas).\nNo Município de Matosinhos, os fenómenos de tempestades/tornados tiveram como principais impactos, registados no período em análise, alterações na biodiversidade (queda de árvores) e danos para as infraestruturas (risco de ruína de edifícios devolutos, queda de chapas, queda de muros, queda de telhados, queda de semáforos, etc.) \nOs impactos mais notórios na sequência dos episódios de temperaturas baixas/ondas de frio estão relacionados com danos para a saúde, nomeadamente o transporte de sem-abrigos e de animais.\nPor último, relativamente aos episódios de galgamentos costeiros, tornou-se evidente que os impactos mais notórios estão relacionados com danos para as infraestruturas, com a forte ondulação marítima a provocar várias inundações.\n\nPara o território do Município de Matosinhos o aumento previsto de temperatura será particularmente acentuado nos meses de verão 2C a 5C e no outono 2C a 4C. Os dias de verão serão muito mais frequentes assim como as noites tropicais. As ondas de calor serão mais frequentes e intensas. Já os dias de geada deverão ser menos frequentes. O verão tornar-se-á mais seco e a estação seca prolongar-se-á muito além dos limites de verão. Os resultados sugerem ainda que as secas serão mais intensas e frequentes.\nÉ projetada uma diminuição da precipitação particularmente no outono primavera e verão. Os dias de precipitação elevada serão menos frequentes ainda que exista uma maior tendência para eventos isolados com precipitação extrema. Prevêem-se tempestades de inverno mais intensas, acompanhadas de chuva e vento forte. \nÉ esperado o aumento do nível médio do mar entre 0,17 m e 0,38 m para 2050 (projeção global). A longo-prazo antevê-se o aumento do nível médio do mar entre 0,26 m e 0,82 m até ao final do século XXI (projeção global). A subida do nível médio do mar terá impactes mais graves, quando conjugada com a sobrelevação do nível do mar associada a tempestades (storm surge); \n\nUma vez identificados os principais impactos das alterações climáticas, incluindo as ameaças e oportunidades que eles representam, foi determinado o risco (qualitativo) para cada uma dessas ocorrências. A avaliação de risco considera a frequência de ocorrência de um evento climático e a magnitude das consequências dos impactos desse evento. O valor do risco resulta da multiplicação da frequência pela magnitude das consequências de cada impacto.\nPara além de todo o trabalho de avaliação climática e de v","2.1.1. Avaliação de riscos e vulnerabilidades.pdf,2.1.1. Avaliação de riscos e vulnerabilidades.pdf,2.1.1. Avaliação de riscos e vulnerabilidades.pdf",www.cm-matosinhos.pt/cmmatosinhos2020/uploads/writer_file/document/28386/paesc.pdf,0,"Assessment considers water security,Assessment includes a high-emissions scenario (i.e., RCP 8.5),Assessment considers nature,A process has been established for prioritizing identified hazards,Assessment considers transition risks,Assessment includes sectors and/or urban systems,Identified hazards have been incorporated into the jurisdiction's overall risk management framework,Assessment considers vulnerable populations,Assessment includes consultation with partners,A process has been established to update the assessment at least every five years"
